id;last_name;marital_status;gender; annual_income ; industry ;zip_code;age_at_issue;member_type;add_members; annual_fee ;payment_type;status;start_month;start_day;start_year;end_month;end_day;end_year
A02931;Harrington;Divorced;F; $59.828,00 ;Financials;80224;39;Bronze;0; $5.000,00 ;ANNUAL;CANCELLED;2;11;2010;4;11;2012
A02863;Thompson;Married;M; $115.509,00 ;Information Technology;80224;61;Bronze;2; $5.000,00 ;MONTHLY;CANCELLED;2;11;2010;6;10;2010
A02634;Waters;Married;M; $74.008,00 ;Consumer Staples;80224;39;Bronze;3; $5.000,00 ;ANNUAL;CANCELLED;1;29;2010;3;29;2011
A07988;Lowe;Married;M; $36.903,00 ;Telecommunication Services;80224;51;Platinum;1; $15.000,00 ;MONTHLY;CANCELLED;1;25;2013;4;9;2013
A02569;Bradley;Married;M; $87.094,00 ;Health Care;80224;35;Platinum;2; $15.000,00 ;ANNUAL;CANCELLED;1;15;2010;3;15;2011
A06271;Parsons;Married;M; $45.064,00 ;Financials;80224;56;Gold;3; $9.000,00 ;MONTHLY;CANCELLED;1;10;2012;5;8;2012
A02603;Walters;Married;M; $47.040,00 ;Information Technology;80230;35;Gold;1; $9.000,00 ;ANNUAL;CANCELLED;12;31;2009;2;26;2011
A02480;Elliott;Married;M; $97.779,00 ;Consumer Discretionary;80230;44;Silver;1; $7.000,00 ;ANNUAL;CANCELLED;12;31;2009;2;26;2011
A01164;Flores;Married;M; $108.623,00 ;Health Care;80230;48;Bronze;3; $5.000,00 ;SEMI-ANNUAL;CANCELLED;12;31;2008;8;27;2009
A00123;Parker;Married;M; $82.505,00 ;Financials;80230;41;Gold;1; $9.000,00 ;ANNUAL;CANCELLED;12;31;2007;2;26;2009
A05172;Welch;Married;M; $81.760,00 ;Consumer Discretionary;80230;48;Silver;2; $7.000,00 ;ANNUAL;CANCELLED;12;29;2010;1;27;2012
A05075;Hammond;Married;M; $113.776,00 ;Consumer Discretionary;80230;59;Gold;2; $9.000,00 ;ANNUAL;CANCELLED;12;29;2010;2;26;2012
A01145;Rivera;Married;M; $94.470,00 ;Consumer Staples;80230;27;Silver;1; $7.000,00 ;MONTHLY;CANCELLED;12;29;2008;5;27;2009
A01109;Clayton;Married;M; $71.793,00 ;Utilities;80230;43;Silver;2; $7.000,00 ;ANNUAL;CANCELLED;12;29;2008;2;26;2010
A01104;Norman;Married;F; $89.287,00 ;Consumer Staples;80230;71;Silver;1; $7.000,00 ;QUARTERLY;CANCELLED;12;29;2008;11;25;2011
A06123;Sanchez;Married;F; $100.348,00 ;Unclassified;80230;40;Bronze;1; $5.000,00 ;ANNUAL;CANCELLED;12;27;2011;1;26;2013
A01068;Martinez;Married;M; $106.358,00 ;Real Estate;80230;30;Silver;2; $7.000,00 ;MONTHLY;CANCELLED;12;19;2008;4;20;2009
A01041;Stokes;Married;M; $51.002,00 ;Materials;80230;49;Silver;1; $7.000,00 ;MONTHLY;CANCELLED;12;18;2008;11;17;2010
A01046;Vasquez;Married;M; $114.110,00 ;Consumer Discretionary;80230;36;Platinum;3; $15.000,00 ;SEMI-ANNUAL;CANCELLED;12;15;2008;8;14;2009
A01040;Black;Single;M; $103.127,00 ;Industrials;80230;30;Gold;0; $9.000,00 ;SEMI-ANNUAL;CANCELLED;12;12;2008;2;10;2010
A05012;Garrett;Married;F; $37.308,00 ;Consumer Discretionary;80230;48;Platinum;3; $15.000,00 ;ANNUAL;CANCELLED;11;30;2010;12;28;2011
A02404;Hubbard;Married;M; $68.972,00 ;Consumer Discretionary;80230;51;Gold;3; $9.000,00 ;ANNUAL;CANCELLED;11;30;2009;1;27;2011
A00990;Coleman;Single;M; $87.292,00 ;Health Care;80230;22;Gold;0; $9.000,00 ;ANNUAL;CANCELLED;11;26;2008;1;25;2011
A02260;Jefferson;Married;M; $102.140,00 ;Industrials;80230;42;Platinum;3; $15.000,00 ;SEMI-ANNUAL;CANCELLED;10;30;2009;12;27;2010
A04914;Hoffman;Single;F; $69.107,00 ;Financials;80230;49;Platinum;0; $15.000,00 ;MONTHLY;CANCELLED;10;28;2010;2;26;2012
A04935;Craig;Single;M; $95.189,00 ;Industrials;80230;23;Platinum;0; $15.000,00 ;SEMI-ANNUAL;CANCELLED;10;27;2010;6;26;2011
A02249;Griffith;Married;F; $45.080,00 ;Unclassified;80230;70;Bronze;1; $5.000,00 ;ANNUAL;CANCELLED;10;26;2009;12;25;2010
A02221;Rice;Married;M; $42.721,00 ;Financials;80230;44;Platinum;1; $15.000,00 ;SEMI-ANNUAL;CANCELLED;10;20;2009;6;18;2010
A02072;Greene;Single;M; $71.015,00 ;Energy;80230;26;Gold;0; $9.000,00 ;MONTHLY;CANCELLED;9;15;2009;1;14;2010
A00659;Fuller;Married;M; $79.105,00 ;Unclassified;80230;44;Bronze;3; $5.000,00 ;ANNUAL;CANCELLED;9;15;2008;11;14;2011
A00766;Bryant;Married;F; $82.700,00 ;Materials;80230;45;Silver;1; $7.000,00 ;MONTHLY;CANCELLED;9;12;2008;1;11;2009
A02056;Fletcher;Married;M; $73.504,00 ;Industrials;80230;54;Bronze;3; $5.000,00 ;ANNUAL;CANCELLED;9;7;2009;11;6;2011
A04767;Carter;Married;M; $36.760,00 ;Financials;80230;55;Gold;1; $9.000,00 ;ANNUAL;CANCELLED;8;31;2010;10;27;2011
A05894;Gill;Married;M; $64.018,00 ;Utilities;80230;44;Silver;3; $7.000,00 ;QUARTERLY;CANCELLED;8;29;2011;12;27;2011
A02010;Sparks;Married;M; $88.561,00 ;Consumer Staples;80230;43;Bronze;2; $5.000,00 ;ANNUAL;CANCELLED;8;28;2009;10;27;2010
A04517;Gordon;Married;M; $89.069,00 ;Utilities;80230;57;Gold;1; $9.000,00 ;ANNUAL;CANCELLED;8;27;2010;10;25;2011
A01993;Todd;Married;F; $73.242,00 ;Consumer Discretionary;80230;29;Silver;1; $7.000,00 ;ANNUAL;CANCELLED;8;27;2009;10;26;2010
A00668;Sharp;Married;M; $111.966,00 ;Consumer Discretionary;80230;45;Platinum;3; $15.000,00 ;SEMI-ANNUAL;CANCELLED;8;18;2008;4;17;2009
A00660;Chapman;Married;F; $36.054,00 ;Utilities;80230;38;Platinum;2; $15.000,00 ;MONTHLY;CANCELLED;8;12;2008;8;11;2010
A00646;Brown;Married;M; $91.358,00 ;Real Estate;80230;40;Silver;3; $7.000,00 ;QUARTERLY;CANCELLED;8;4;2008;1;1;2009
A04324;Carroll;Married;M; $74.794,00 ;Telecommunication Services;80230;28;Gold;1; $9.000,00 ;ANNUAL;CANCELLED;7;30;2010;9;26;2011
A04271;Thornton;Married;M; $119.914,00 ;Consumer Staples;80230;33;Platinum;2; $15.000,00 ;ANNUAL;CANCELLED;7;30;2010;9;26;2012
A00564;Pena;Married;M; $103.984,00 ;Financials;80230;45;Bronze;3; $5.000,00 ;MONTHLY;CANCELLED;7;10;2008;5;9;2010
A01800;Bryan;Married;M; $78.270,00 ;Real Estate;80230;37;Gold;3; $9.000,00 ;ANNUAL;CANCELLED;6;26;2009;8;25;2010
A01782;Ruiz;Married;M; $98.772,00 ;Materials;80230;46;Bronze;2; $5.000,00 ;ANNUAL;CANCELLED;6;26;2009;8;25;2011
A04042;Palmer;Married;F; $57.465,00 ;Consumer Staples;80230;60;Bronze;3; $5.000,00 ;ANNUAL;CANCELLED;6;11;2010;8;10;2012
A01745;Briggs;Single;F; $103.403,00 ;Financials;80230;46;Silver;0; $7.000,00 ;ANNUAL;CANCELLED;6;4;2009;8;3;2010
A04009;Underwood;Married;M; $75.080,00 ;Consumer Staples;80230;52;Platinum;1; $15.000,00 ;QUARTERLY;CANCELLED;6;3;2010;11;2;2010
A07001;Sanders;Married;M; $78.712,00 ;Utilities;80230;66;Silver;2; $7.000,00 ;ANNUAL;CANCELLED;5;31;2012;7;27;2013
A01711;Luna;Married;M; $109.452,00 ;Materials;80230;30;Gold;2; $9.000,00 ;ANNUAL;CANCELLED;5;29;2009;7;27;2010
A01679;Houston;Married;M; $119.768,00 ;Consumer Discretionary;80230;41;Silver;2; $7.000,00 ;ANNUAL;CANCELLED;5;18;2009;7;17;2010
A00020;Walton;Single;M; $42.656,00 ;Telecommunication Services;80230;28;Gold;0; $9.000,00 ;MONTHLY;CANCELLED;5;7;2007;9;5;2007
A06965;Underwood;Married;M; $96.650,00 ;Telecommunication Services;80230;55;Bronze;1; $5.000,00 ;SEMI-ANNUAL;CANCELLED;4;30;2012;12;27;2012
A01648;Casey;Married;M; $113.552,00 ;Consumer Discretionary;80230;33;Silver;2; $7.000,00 ;MONTHLY;CANCELLED;4;29;2009;8;27;2009
A03339;Hart;Married;M; $78.018,00 ;Consumer Staples;80230;43;Bronze;2; $5.000,00 ;MONTHLY;CANCELLED;4;20;2010;8;19;2010
A03765;Powers;Married;M; $83.535,00 ;Telecommunication Services;80230;38;Gold;1; $9.000,00 ;ANNUAL;CANCELLED;4;16;2010;6;15;2011
A03689;Berry;Married;M; $53.244,00 ;Energy;80230;52;Platinum;3; $15.000,00 ;ANNUAL;CANCELLED;4;9;2010;6;8;2011
A05605;Gibbs;Married;M; $87.032,00 ;Materials;80230;60;Silver;1; $7.000,00 ;ANNUAL;CANCELLED;3;31;2011;5;27;2012
A03705;Weber;Single;M; $87.149,00 ;Consumer Discretionary;80230;25;Bronze;0; $5.000,00 ;QUARTERLY;CANCELLED;3;31;2010;8;27;2010
A03664;Blake;Married;F; $36.466,00 ;Financials;80230;53;Gold;3; $9.000,00 ;ANNUAL;CANCELLED;3;31;2010;5;27;2012
A00320;Guerrero;Single;M; $41.488,00 ;Unclassified;80230;25;Gold;0; $9.000,00 ;SEMI-ANNUAL;CANCELLED;3;31;2008;11;27;2008
A00391;Stephens;Married;M; $45.299,00 ;Health Care;80230;36;Platinum;2; $15.000,00 ;QUARTERLY;CANCELLED;3;31;2008;11;27;2008
A00426;Fuller;Married;M; $44.524,00 ;Consumer Staples;80230;52;Gold;1; $9.000,00 ;QUARTERLY;CANCELLED;3;31;2008;8;27;2008
A00402;Norman;Married;M; $42.726,00 ;Materials;80230;55;Platinum;2; $15.000,00 ;SEMI-ANNUAL;CANCELLED;3;31;2008;11;27;2008
A06852;Griffith;Married;M; $70.284,00 ;Financials;80230;34;Gold;2; $9.000,00 ;MONTHLY;CANCELLED;3;30;2012;12;27;2012
A06888;Clarke;Married;M; $78.280,00 ;Industrials;80230;41;Bronze;2; $5.000,00 ;ANNUAL;CANCELLED;3;30;2012;5;27;2013
A06654;Cortez;Single;F; $90.590,00 ;Consumer Staples;80230;60;Platinum;0; $15.000,00 ;ANNUAL;CANCELLED;3;26;2012;4;25;2013
A06642;Blair;Married;M; $40.455,00 ;Consumer Staples;80230;67;Silver;3; $7.000,00 ;ANNUAL;CANCELLED;3;26;2012;5;25;2013
A08417;Owens;Married;M; $82.571,00 ;Real Estate;80230;39;Bronze;1; $5.000,00 ;SEMI-ANNUAL;CANCELLED;3;19;2013;10;19;2013
A00326;Gomez;Single;M; $61.096,00 ;Information Technology;80230;25;Gold;0; $9.000,00 ;ANNUAL;CANCELLED;3;19;2008;5;18;2010
A05520;Smith;Single;M; $98.984,00 ;Real Estate;80230;51;Silver;0; $7.000,00 ;ANNUAL;CANCELLED;3;18;2011;5;17;2012
A05505;Arnold;Single;F; $41.050,00 ;Materials;80230;27;Silver;0; $7.000,00 ;ANNUAL;CANCELLED;3;14;2011;5;11;2012
A03227;Young;Married;M; $39.190,00 ;Telecommunication Services;80230;41;Silver;3; $7.000,00 ;ANNUAL;CANCELLED;3;12;2010;5;11;2011
A01381;Larson;Married;M; $44.273,00 ;Consumer Staples;80230;33;Platinum;2; $15.000,00 ;MONTHLY;CANCELLED;3;12;2009;7;9;2009
A05478;Long;Married;F; $71.844,00 ;Consumer Staples;80230;53;Gold;1; $9.000,00 ;SEMI-ANNUAL;CANCELLED;3;7;2011;10;5;2011
A06532;Foster;Divorced;M; $68.312,00 ;Information Technology;80230;33;Bronze;0; $5.000,00 ;MONTHLY;CANCELLED;2;29;2012;6;27;2012
A06549;Ballard;Married;F; $117.262,00 ;Real Estate;80230;43;Bronze;3; $5.000,00 ;ANNUAL;CANCELLED;2;29;2012;4;29;2013
A00258;Herrera;Married;F; $112.681,00 ;Utilities;80230;30;Platinum;3; $15.000,00 ;MONTHLY;CANCELLED;2;27;2008;6;26;2008
A06395;Wolfe;Married;F; $82.492,00 ;Industrials;80230;37;Bronze;1; $5.000,00 ;ANNUAL;CANCELLED;2;22;2012;4;16;2013
A03026;Francis;Married;M; $106.033,00 ;Information Technology;80230;33;Gold;3; $9.000,00 ;ANNUAL;CANCELLED;2;22;2010;4;23;2011
A00076;Cox;Married;M; $114.773,00 ;Unclassified;80230;57;Silver;2; $7.000,00 ;ANNUAL;CANCELLED;2;22;2008;4;23;2011
A02917;Jenkins;Married;M; $37.623,00 ;Consumer Discretionary;80230;43;Platinum;1; $15.000,00 ;SEMI-ANNUAL;CANCELLED;2;17;2010;10;16;2010
A01300;Ryan;Married;M; $71.647,00 ;Financials;80230;46;Bronze;3; $5.000,00 ;MONTHLY;CANCELLED;2;16;2009;6;15;2009
A02906;Mack;Married;M; $40.285,00 ;Real Estate;80230;62;Bronze;1; $5.000,00 ;MONTHLY;CANCELLED;2;10;2010;6;5;2010
A02896;Mendez;Married;M; $96.505,00 ;Consumer Discretionary;80230;49;Gold;2; $9.000,00 ;ANNUAL;CANCELLED;2;9;2010;4;9;2012
A01274;McDaniel;Married;M; $55.694,00 ;Materials;80230;59;Gold;2; $9.000,00 ;ANNUAL;CANCELLED;2;9;2009;4;10;2010
A06349;Clayton;Single;M; $47.277,00 ;Unclassified;80230;29;Silver;0; $7.000,00 ;ANNUAL;CANCELLED;2;8;2012;4;9;2013
A02828;Lambert;Married;F; $114.666,00 ;Utilities;80230;28;Bronze;1; $5.000,00 ;ANNUAL;CANCELLED;2;3;2010;4;4;2011
A05294;Conner;Single;M; $72.189,00 ;Consumer Discretionary;80230;29;Bronze;0; $5.000,00 ;ANNUAL;CANCELLED;1;31;2011;2;27;2012
A05331;Barrett;Widowed;M; $97.441,00 ;Financials;80230;39;Bronze;0; $5.000,00 ;ANNUAL;CANCELLED;1;31;2011;3;28;2012
A05329;Bass;Married;F; $74.520,00 ;Consumer Discretionary;80230;40;Bronze;2; $5.000,00 ;ANNUAL;CANCELLED;1;31;2011;2;27;2012
A05247;Obrien;Married;M; $39.572,00 ;Telecommunication Services;80230;38;Bronze;1; $5.000,00 ;ANNUAL;CANCELLED;1;28;2011;3;28;2012
A05276;Park;Married;M; $118.133,00 ;Utilities;80230;30;Platinum;3; $15.000,00 ;ANNUAL;CANCELLED;1;27;2011;2;26;2012
A05258;Vargas;Single;M; $46.246,00 ;Energy;80230;27;Gold;0; $9.000,00 ;ANNUAL;CANCELLED;1;20;2011;2;19;2012
A01230;Jennings;Married;M; $114.319,00 ;Information Technology;80230;35;Platinum;1; $15.000,00 ;ANNUAL;CANCELLED;1;20;2009;3;21;2010
A05222;Armstrong;Married;M; $93.737,00 ;Consumer Staples;80230;33;Platinum;2; $15.000,00 ;ANNUAL;CANCELLED;1;13;2011;3;13;2012
A01139;Briggs;Married;M; $95.504,00 ;Energy;80230;39;Gold;2; $9.000,00 ;MONTHLY;CANCELLED;1;13;2009;5;12;2009
A05211;Harris;Married;M; $106.529,00 ;Energy;80230;29;Gold;3; $9.000,00 ;ANNUAL;CANCELLED;1;10;2011;3;10;2012
A02551;Castillo;Married;F; $44.020,00 ;Unclassified;80230;37;Bronze;2; $5.000,00 ;QUARTERLY;CANCELLED;1;7;2010;3;7;2012
A02584;Jackson;Single;M; $44.097,00 ;Utilities;80231;25;Bronze;0; $5.000,00 ;ANNUAL;CANCELLED;12;31;2009;2;26;2011
A02523;Parsons;Widowed;F; $45.067,00 ;Real Estate;80231;46;Gold;0; $9.000,00 ;ANNUAL;CANCELLED;12;31;2009;2;26;2011
A00132;Dixon;Single;M; $50.454,00 ;Health Care;80231;21;Platinum;0; $15.000,00 ;ANNUAL;CANCELLED;12;31;2007;2;26;2010
A06076;Curry;Married;M; $37.185,00 ;Information Technology;80231;40;Bronze;1; $5.000,00 ;MONTHLY;CANCELLED;12;29;2011;1;20;2012
A01059;Dawson;Married;F; $49.182,00 ;Consumer Discretionary;80231;55;Bronze;2; $5.000,00 ;MONTHLY;CANCELLED;12;17;2008;4;18;2009
A05089;Bryant;Married;M; $119.315,00 ;Real Estate;80231;39;Gold;1; $9.000,00 ;ANNUAL;CANCELLED;12;16;2010;2;14;2012
A00086;French;Single;M; $39.357,00 ;Real Estate;80231;25;Bronze;0; $5.000,00 ;SEMI-ANNUAL;CANCELLED;11;30;2007;7;27;2010
A06106;Garcia;Married;F; $54.295,00 ;Consumer Discretionary;80231;46;Gold;3; $9.000,00 ;MONTHLY;CANCELLED;11;29;2011;10;27;2013
A02381;Jones;Married;M; $95.552,00 ;Unclassified;80231;43;Bronze;3; $5.000,00 ;QUARTERLY;CANCELLED;11;27;2009;7;25;2010
A05004;Craig;Married;M; $89.587,00 ;Materials;80231;41;Platinum;2; $15.000,00 ;ANNUAL;CANCELLED;11;26;2010;12;26;2011
A00070;Phillips;Married;M; $69.631,00 ;Health Care;80231;43;Platinum;1; $15.000,00 ;ANNUAL;CANCELLED;11;26;2007;1;25;2009
A00906;Vasquez;Married;M; $72.966,00 ;Utilities;80231;43;Platinum;2; $15.000,00 ;ANNUAL;CANCELLED;11;20;2008;1;19;2010
A04992;Dixon;Married;M; $71.010,00 ;Financials;80231;46;Gold;1; $9.000,00 ;ANNUAL;CANCELLED;11;18;2010;1;17;2012
A04976;Crawford;Single;M; $98.408,00 ;Telecommunication Services;80231;50;Platinum;0; $15.000,00 ;ANNUAL;CANCELLED;11;18;2010;1;17;2012
A07517;Erickson;Single;M; $79.172,00 ;Health Care;80231;42;Gold;0; $9.000,00 ;SEMI-ANNUAL;CANCELLED;11;12;2012;6;11;2013
A00868;Brooks;Married;M; $98.894,00 ;Consumer Discretionary;80231;44;Bronze;1; $5.000,00 ;SEMI-ANNUAL;CANCELLED;10;29;2008;12;27;2010
A02138;Coleman;Married;M; $61.719,00 ;Real Estate;80231;29;Gold;1; $9.000,00 ;MONTHLY;CANCELLED;9;30;2009;1;27;2010
A00834;Wallace;Married;M; $74.912,00 ;Real Estate;80231;36;Silver;1; $7.000,00 ;SEMI-ANNUAL;CANCELLED;9;30;2008;5;27;2009
A04879;Cobb;Married;M; $77.464,00 ;Telecommunication Services;80231;48;Platinum;2; $15.000,00 ;SEMI-ANNUAL;CANCELLED;9;21;2010;5;20;2012
A07350;Ryan;Married;M; $109.968,00 ;Energy;80231;40;Bronze;1; $5.000,00 ;MONTHLY;CANCELLED;8;31;2012;11;12;2012
A07355;Hale;Married;M; $45.907,00 ;Industrials;80231;45;Gold;2; $9.000,00 ;MONTHLY;CANCELLED;8;31;2012;12;27;2012
A04620;Daniel;Married;M; $72.346,00 ;Information Technology;80231;35;Gold;2; $9.000,00 ;ANNUAL;CANCELLED;8;31;2010;10;27;2012
A04816;Keller;Married;F; $105.676,00 ;Telecommunication Services;80231;70;Bronze;1; $5.000,00 ;ANNUAL;CANCELLED;8;31;2010;10;27;2011
A05888;Underwood;Married;F; $47.467,00 ;Health Care;80231;41;Silver;1; $7.000,00 ;ANNUAL;CANCELLED;8;19;2011;9;18;2012
A05859;Huff;Married;M; $117.598,00 ;Utilities;80231;30;Bronze;1; $5.000,00 ;SEMI-ANNUAL;CANCELLED;7;29;2011;2;27;2012
A07168;Shaw;Married;M; $114.694,00 ;Health Care;80231;50;Silver;1; $7.000,00 ;ANNUAL;CANCELLED;7;23;2012;8;22;2013
A01842;Swanson;Married;M; $80.529,00 ;Unclassified;80231;35;Gold;1; $9.000,00 ;ANNUAL;CANCELLED;7;2;2009;8;31;2010
A01850;Porter;Married;M; $100.475,00 ;Materials;80231;47;Silver;1; $7.000,00 ;ANNUAL;CANCELLED;7;2;2009;8;31;2010
A04175;Arnold;Widowed;F; $74.526,00 ;Unclassified;80231;63;Platinum;0; $15.000,00 ;SEMI-ANNUAL;CANCELLED;6;30;2010;2;26;2012
A07126;Meyer;Married;M; $113.515,00 ;Energy;80231;62;Platinum;3; $15.000,00 ;ANNUAL;CANCELLED;6;29;2012;8;27;2013
A04088;Perkins;Married;M; $102.093,00 ;Financials;80231;55;Silver;3; $7.000,00 ;ANNUAL;CANCELLED;6;24;2010;8;23;2011
A01787;Moore;Married;M; $108.822,00 ;Utilities;80231;33;Silver;3; $7.000,00 ;ANNUAL;CANCELLED;6;24;2009;8;23;2010
A07042;Harrington;Married;F; $89.121,00 ;Consumer Staples;80231;50;Gold;3; $9.000,00 ;MONTHLY;CANCELLED;6;7;2012;10;6;2013
A03995;Potter;Married;M; $83.317,00 ;Unclassified;80231;40;Platinum;2; $15.000,00 ;SEMI-ANNUAL;CANCELLED;6;4;2010;2;2;2011
A04013;Potter;Married;M; $112.036,00 ;Information Technology;80231;47;Silver;1; $7.000,00 ;ANNUAL;CANCELLED;6;4;2010;8;3;2011
A07020;Sims;Married;F; $115.123,00 ;Consumer Staples;80231;49;Silver;1; $7.000,00 ;MONTHLY;CANCELLED;5;31;2012;8;12;2012
A03965;Salazar;Married;M; $81.030,00 ;Consumer Discretionary;80231;38;Silver;1; $7.000,00 ;MONTHLY;CANCELLED;5;31;2010;9;26;2011
A03974;Wood;Married;M; $90.280,00 ;Information Technology;80231;48;Gold;2; $9.000,00 ;ANNUAL;CANCELLED;5;28;2010;7;27;2011
A07003;Fisher;Married;F; $78.143,00 ;Industrials;80231;25;Bronze;1; $5.000,00 ;MONTHLY;CANCELLED;5;16;2012;9;14;2012
A00490;McKenzie;Married;M; $81.607,00 ;Utilities;80231;25;Platinum;2; $15.000,00 ;ANNUAL;CANCELLED;5;13;2008;7;12;2010
A03824;Adkins;Married;M; $86.659,00 ;Consumer Staples;80231;42;Bronze;3; $5.000,00 ;ANNUAL;CANCELLED;4;30;2010;6;27;2011
A00018;Lyons;Single;M; $112.591,00 ;Energy;80231;35;Platinum;0; $15.000,00 ;QUARTERLY;CANCELLED;4;25;2007;6;24;2008
A05722;Wolfe;Married;M; $112.852,00 ;Information Technology;80231;47;Gold;3; $9.000,00 ;SEMI-ANNUAL;CANCELLED;4;20;2011;11;19;2011
A03647;Mack;Married;M; $116.465,00 ;Real Estate;80231;43;Gold;3; $9.000,00 ;MONTHLY;CANCELLED;4;9;2010;1;7;2011
A05688;Wade;Married;M; $47.148,00 ;Unclassified;80231;36;Gold;3; $9.000,00 ;ANNUAL;CANCELLED;3;31;2011;4;27;2012
A05660;Lane;Married;M; $104.666,00 ;Consumer Staples;80231;45;Bronze;1; $5.000,00 ;MONTHLY;CANCELLED;3;31;2011;11;27;2011
A03575;Collins;Single;F; $110.096,00 ;Consumer Discretionary;80231;43;Platinum;0; $15.000,00 ;ANNUAL;CANCELLED;3;31;2010;5;27;2011
A01491;Walton;Married;M; $48.206,00 ;Consumer Discretionary;80231;47;Bronze;3; $5.000,00 ;ANNUAL;CANCELLED;3;31;2009;5;27;2011
A00386;Wells;Married;F; $97.040,00 ;Industrials;80231;36;Gold;3; $9.000,00 ;ANNUAL;CANCELLED;3;31;2008;5;27;2009
A00321;Gill;Married;M; $101.759,00 ;Materials;80231;40;Silver;2; $7.000,00 ;MONTHLY;CANCELLED;3;31;2008;7;27;2008
A06940;Lamb;Single;F; $114.059,00 ;Real Estate;80231;28;Platinum;0; $15.000,00 ;MONTHLY;CANCELLED;3;30;2012;7;27;2012
A06757;Bryan;Married;M; $97.587,00 ;Health Care;80231;34;Gold;3; $9.000,00 ;SEMI-ANNUAL;CANCELLED;3;30;2012;10;28;2012
A06898;Elliott;Married;M; $65.706,00 ;Consumer Staples;80231;34;Platinum;2; $15.000,00 ;ANNUAL;CANCELLED;3;30;2012;5;27;2013
A06912;Ward;Married;F; $58.799,00 ;Utilities;80231;42;Platinum;2; $15.000,00 ;ANNUAL;CANCELLED;3;30;2012;5;27;2013
A03488;Myers;Married;M; $109.837,00 ;Unclassified;80231;42;Silver;3; $7.000,00 ;QUARTERLY;CANCELLED;3;30;2010;11;27;2010
A06698;Lane;Married;M; $38.853,00 ;Industrials;80231;33;Platinum;3; $15.000,00 ;ANNUAL;CANCELLED;3;26;2012;5;25;2013
A06628;Goodwin;Married;M; $89.953,00 ;Information Technology;80231;46;Gold;3; $9.000,00 ;ANNUAL;CANCELLED;3;26;2012;5;25;2013
A01490;Maldonado;Married;M; $74.865,00 ;Utilities;80231;26;Bronze;3; $5.000,00 ;QUARTERLY;CANCELLED;3;26;2009;8;25;2009
A01410;Walters;Single;M; $110.362,00 ;Industrials;80231;23;Bronze;0; $5.000,00 ;MONTHLY;CANCELLED;3;25;2009;7;24;2009
A02938;Klein;Married;F; $51.620,00 ;Utilities;80231;54;Silver;1; $7.000,00 ;MONTHLY;CANCELLED;3;22;2010;9;20;2010
A05496;Moore;Married;F; $112.449,00 ;Utilities;80231;53;Silver;3; $7.000,00 ;ANNUAL;CANCELLED;3;17;2011;5;16;2012
A03238;Olson;Married;M; $60.807,00 ;Industrials;80231;35;Silver;3; $7.000,00 ;ANNUAL;CANCELLED;3;17;2010;5;16;2011
A06542;Kennedy;Married;M; $101.528,00 ;Unclassified;80231;36;Bronze;3; $5.000,00 ;ANNUAL;CANCELLED;3;9;2012;5;8;2013
A05480;Carroll;Married;M; $36.250,00 ;Consumer Discretionary;80231;26;Silver;1; $7.000,00 ;ANNUAL;CANCELLED;3;9;2011;5;8;2012
A06559;Harrison;Single;M; $84.049,00 ;Real Estate;80231;33;Gold;0; $9.000,00 ;ANNUAL;CANCELLED;3;7;2012;5;6;2013
A03127;Anderson;Married;M; $103.186,00 ;Consumer Discretionary;80231;51;Platinum;1; $15.000,00 ;ANNUAL;CANCELLED;3;3;2010;5;2;2011
A06523;Hill;Married;F; $47.079,00 ;Telecommunication Services;80231;35;Bronze;3; $5.000,00 ;SEMI-ANNUAL;CANCELLED;2;29;2012;4;29;2013
A06504;Moody;Married;M; $108.785,00 ;Real Estate;80231;53;Bronze;1; $5.000,00 ;ANNUAL;CANCELLED;2;29;2012;4;29;2013
A08251;Norton;Married;M; $58.266,00 ;Information Technology;80231;38;Platinum;2; $15.000,00 ;MONTHLY;CANCELLED;2;28;2013;7;27;2013
A05429;Cortez;Single;M; $111.690,00 ;Consumer Discretionary;80231;27;Silver;0; $7.000,00 ;MONTHLY;CANCELLED;2;28;2011;6;27;2012
A03069;Franklin;Married;M; $82.626,00 ;Real Estate;80231;36;Bronze;2; $5.000,00 ;ANNUAL;CANCELLED;2;25;2010;4;25;2012
A00141;Rivera;Married;M; $67.079,00 ;Telecommunication Services;80231;49;Silver;1; $7.000,00 ;ANNUAL;CANCELLED;2;25;2008;4;24;2009
A06388;Ward;Married;F; $73.884,00 ;Health Care;80231;39;Silver;2; $7.000,00 ;ANNUAL;CANCELLED;2;23;2012;4;23;2013
A06378;Frank;Married;F; $82.588,00 ;Consumer Discretionary;80231;45;Platinum;1; $15.000,00 ;ANNUAL;CANCELLED;2;23;2012;4;24;2013
A06444;Maxwell;Married;M; $118.107,00 ;Health Care;80231;33;Platinum;1; $15.000,00 ;MONTHLY;CANCELLED;2;22;2012;6;20;2012
A05401;Owens;Single;M; $47.198,00 ;Telecommunication Services;80231;24;Gold;0; $9.000,00 ;ANNUAL;CANCELLED;2;18;2011;4;18;2012
A05339;Doyle;Single;M; $48.820,00 ;Industrials;80231;35;Bronze;0; $5.000,00 ;ANNUAL;CANCELLED;2;15;2011;4;15;2012
A02898;Evans;Married;M; $55.851,00 ;Financials;80231;39;Bronze;2; $5.000,00 ;MONTHLY;CANCELLED;2;15;2010;11;14;2010
